L,Prompt_ID,Original_Message,Recovered_Message,Total_Bits,Correct_Bits,Undecided_Bits,Decided_Bits,Accuracy_Percent,Exact_Match
10,42,0000111100,⊥⊥00⊥⊥⊥⊥⊥⊥,10,2,8,2,20.0,False
10,43,0010111101,⊥⊥1⊥⊥⊥⊥⊥⊥⊥,10,1,9,1,10.0,False
10,44,1010110010,⊥010⊥⊥⊥010,10,6,4,6,60.0,False
10,45,0100110111,0⊥⊥0⊥101⊥1,10,6,4,6,60.0,False
10,46,1110111001,11⊥01⊥1⊥⊥1,10,6,4,6,60.0,False
10,47,1110010011,⊥11⊥01⊥011,10,7,3,7,70.0,False
10,48,0100100110,010010⊥⊥10,10,8,2,8,80.0,False
10,49,1010010101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,10,0,10,0,0.0,False
11,0,11010110111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,1,01100011001,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,11,1,10,1,9.090909090909092,False
11,2,01001101110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0,11,1,10,1,9.090909090909092,False
11,3,11000000010,⊥⊥⊥⊥⊥⊥⊥0⊥10,11,3,8,3,27.27272727272727,False
11,4,01110111110,⊥⊥1⊥⊥1⊥⊥⊥⊥0,11,3,8,3,27.27272727272727,False
11,5,11111001110,⊥⊥⊥1⊥⊥⊥⊥11⊥,11,3,8,3,27.27272727272727,False
11,6,01101011101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,7,10011000001,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥,11,1,10,1,9.090909090909092,False
11,8,10101111001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,9,11000110100,1⊥⊥0011⊥⊥⊥0,11,6,5,6,54.54545454545454,False
11,10,10000111111,1⊥0⊥01111⊥⊥,11,7,4,7,63.63636363636363,False
11,11,10001110011,⊥⊥0⊥⊥⊥⊥00⊥⊥,11,3,8,3,27.27272727272727,False
11,12,10001001001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,13,00010000000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,14,10001111001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,15,01110100011,⊥11⊥0⊥0001⊥,11,7,4,7,63.63636363636363,False
11,16,01101100000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,0,11,0,0.0,False
11,17,01101100011,⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥,11,1,10,1,9.090909090909092,False
11,18,11110111010,1⊥1⊥⊥111010,11,8,3,8,72.72727272727273,False
11,19,11010110001,1⊥⊥⊥01⊥⊥⊥⊥⊥,11,3,8,3,27.27272727272727,False
11,20,00101011100,⊥⊥1⊥⊥⊥1⊥100,11,5,6,5,45.45454545454545,False
11,21,01000111001,0⊥⊥⊥0⊥⊥⊥⊥⊥⊥,11,2,9,2,18.181818181818183,False
11,22,00111001010,⊥⊥⊥11⊥0101⊥,11,6,5,6,54.54545454545454,False
11,23,11000101110,11⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,2,9,2,18.181818181818183,False
11,24,10111010011,1⊥⊥110⊥⊥0⊥1,11,6,5,6,54.54545454545454,False
11,25,10000100110,⊥000⊥⊥⊥⊥⊥⊥0,11,4,7,4,36.36363636363637,False
11,26,00101111010,⊥⊥10⊥⊥11⊥⊥0,11,5,6,5,45.45454545454545,False
11,27,00000011001,0⊥⊥⊥00⊥1⊥0⊥,11,5,6,5,45.45454545454545,False
11,28,00000000100,⊥⊥⊥⊥⊥⊥00100,11,5,6,5,45.45454545454545,False
11,29,10111001001,⊥⊥1⊥⊥0⊥⊥⊥⊥⊥,11,2,9,2,18.181818181818183,False
11,30,00100110011,0⊥⊥⊥011⊥0⊥⊥,11,5,6,5,45.45454545454545,False
11,31,00011001000,⊥00⊥⊥⊥0100⊥,11,6,5,6,54.54545454545454,False
11,32,00011110100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0,11,1,10,1,9.090909090909092,False
11,33,10011010100,10011010⊥⊥⊥,11,8,3,8,72.72727272727273,False
11,34,11100010000,⊥1⊥⊥001⊥0⊥0,11,6,5,6,54.54545454545454,False
11,35,11111000111,⊥⊥⊥⊥⊥⊥⊥⊥1⊥1,11,2,9,2,18.181818181818183,False
11,36,10101111011,101011110⊥⊥,11,9,2,9,81.81818181818183,False
11,37,10010011100,1⊥⊥1⊥⊥1⊥10⊥,11,5,6,5,45.45454545454545,False
11,38,01011001001,01⊥1⊥⊥⊥⊥⊥0⊥,11,4,7,4,36.36363636363637,False
11,39,00110010000,0011⊥010000,11,10,1,10,90.9090909090909,False
11,40,11101110001,11⊥⊥111⊥⊥⊥⊥,11,5,6,5,45.45454545454545,False
11,41,11000001010,⊥⊥⊥⊥0⊥⊥⊥⊥1⊥,11,2,9,2,18.181818181818183,False
11,42,00111010011,⊥⊥1110⊥⊥⊥1⊥,11,5,6,5,45.45454545454545,False
11,43,10001111010,⊥00011⊥⊥⊥⊥0,11,6,5,6,54.54545454545454,False
11,44,10010111011,1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,11,1,10,1,9.090909090909092,False
11,45,10101011001,⊥0⊥⊥10⊥⊥⊥⊥1,11,4,7,4,36.36363636363637,False
11,46,11011110110,1⊥⊥⊥⊥⊥⊥01⊥⊥,11,3,8,3,27.27272727272727,False
11,47,10000011011,⊥0⊥00⊥11⊥⊥⊥,11,5,6,5,45.45454545454545,False
11,48,01101101000,011⊥1⊥⊥⊥⊥0⊥,11,5,6,5,45.45454545454545,False
11,49,00110000010,00110⊥⊥00⊥0,11,8,3,8,72.72727272727273,False
12,0,010110010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥,12,1,11,1,8.333333333333332,False
12,1,011001100111,01100110⊥111,12,11,1,11,91.66666666666666,False
12,2,111010001111,1⊥10100011⊥⊥,12,9,3,9,75.0,False
12,3,000010010100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,12,0,12,0,0.0,False
12,4,100001111011,10000⊥1⊥1⊥⊥⊥,12,7,5,7,58.333333333333336,False
12,5,010100110001,⊥⊥0⊥⊥0⊥1⊥⊥⊥⊥,12,3,9,3,25.0,False
12,6,100101011001,⊥⊥⊥⊥0⊥⊥⊥10⊥⊥,12,3,9,3,25.0,False
12,7,111110000111,1⊥⊥⊥⊥0⊥⊥0⊥⊥⊥,12,3,9,3,25.0,False
12,8,111111000110,⊥1⊥⊥⊥⊥⊥⊥011⊥,12,4,8,4,33.33333333333333,False
12,9,111010110011,1⊥1⊥1⊥⊥⊥⊥⊥11,12,5,7,5,41.66666666666667,False
12,10,001010011100,0⊥⊥⊥1⊥⊥⊥1⊥⊥0,12,4,8,4,33.33333333333333,False
12,11,110111001111,⊥10⊥⊥⊥⊥⊥⊥1⊥⊥,12,3,9,3,25.0,False
12,12,101111110100,⊥⊥⊥⊥⊥⊥⊥1⊥⊥0⊥,12,2,10,2,16.666666666666664,False
12,13,110101100101,1⊥⊥10⊥⊥001⊥⊥,12,6,6,6,50.0,False
12,14,101111010100,1⊥⊥⊥⊥⊥⊥1⊥⊥⊥0,12,3,9,3,25.0,False
12,15,010101011011,⊥⊥0⊥⊥⊥⊥1⊥⊥⊥⊥,12,2,10,2,16.666666666666664,False
12,16,111100101101,⊥⊥1⊥0⊥1⊥1⊥0⊥,12,5,7,5,41.66666666666667,False
12,17,010110000100,⊥1⊥1⊥⊥⊥⊥010⊥,12,5,7,5,41.66666666666667,False
12,18,001111110010,0⊥⊥⊥11⊥1⊥0⊥0,12,6,6,6,50.0,False
12,19,100111001101,1⊥⊥⊥⊥⊥⊥0⊥1⊥⊥,12,3,9,3,25.0,False
12,20,100001011100,⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥,12,1,11,1,8.333333333333332,False
12,21,101011010001,10⊥⊥⊥⊥01⊥⊥0⊥,12,5,7,5,41.66666666666667,False
12,22,000101011111,⊥⊥⊥0⊥⊥⊥⊥⊥111,12,3,8,4,25.0,False
12,23,110001101001,⊥⊥0⊥0⊥⊥0⊥⊥01,12,5,7,5,41.66666666666667,False
12,24,101010110101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,12,0,12,0,0.0,False
12,25,001001101011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,12,0,12,0,0.0,False
12,26,000010001101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1,12,1,11,1,8.333333333333332,False
12,27,000110101001,⊥⊥⊥1101⊥1⊥⊥1,12,6,6,6,50.0,False
12,28,010000010010,0⊥⊥⊥⊥⊥0⊥⊥0⊥⊥,12,3,9,3,25.0,False
12,29,000001001000,0⊥⊥⊥0⊥00⊥⊥0⊥,12,5,7,5,41.66666666666667,False
12,30,111110001000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,12,0,12,0,0.0,False
12,31,110001110110,⊥1⊥⊥01⊥⊥⊥⊥⊥⊥,12,3,9,3,25.0,False
12,32,011000111011,⊥⊥⊥⊥⊥⊥⊥110⊥⊥,12,3,9,3,25.0,False
12,33,101110101101,101⊥101011⊥⊥,12,9,3,9,75.0,False
12,34,011100110100,⊥⊥⊥⊥00⊥1⊥1⊥⊥,12,4,8,4,33.33333333333333,False
12,35,101101110101,⊥01⊥0⊥1⊥⊥10⊥,12,6,6,6,50.0,False
12,36,111010101010,⊥⊥1010⊥⊥1⊥⊥⊥,12,5,7,5,41.66666666666667,False
12,37,010101011000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,12,0,12,0,0.0,False
12,38,110111100110,1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,12,1,11,1,8.333333333333332,False
12,39,001110011100,⊥⊥1⊥⊥⊥⊥⊥⊥1⊥0,12,3,9,3,25.0,False
12,40,111001000000,⊥1⊥0⊥10⊥⊥0⊥⊥,12,5,7,5,41.66666666666667,False
12,41,110001110110,⊥⊥⊥⊥⊥11⊥⊥⊥1⊥,12,3,9,3,25.0,False
12,42,001110110101,⊥01⊥⊥⊥⊥1⊥⊥0⊥,12,4,8,4,33.33333333333333,False
12,43,010001011111,⊥⊥⊥⊥⊥⊥⊥11⊥⊥⊥,12,2,10,2,16.666666666666664,False
12,44,001101110110,⊥⊥1⊥⊥⊥⊥1⊥11⊥,12,4,8,4,33.33333333333333,False
12,45,110111111001,⊥1⊥1⊥11⊥⊥⊥⊥⊥,12,4,8,4,33.33333333333333,False
12,46,111010000011,⊥⊥⊥0⊥⊥0⊥⊥⊥⊥1,12,3,9,3,25.0,False
12,47,000000011011,0⊥⊥00001⊥0⊥⊥,12,7,5,7,58.333333333333336,False
12,48,111000100001,⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,12,1,11,1,8.333333333333332,False
12,49,110011011011,⊥1⊥⊥11⊥⊥101⊥,12,6,6,6,50.0,False
13,0,1101110011001,⊥⊥⊥⊥⊥⊥⊥01100⊥,13,5,8,5,38.46153846153847,False
13,1,0111100010111,⊥⊥⊥110⊥⊥⊥⊥1⊥⊥,13,4,9,4,30.76923076923077,False
13,2,0011011101011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥,13,1,12,1,7.6923076923076925,False
13,3,1110110000100,⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥,13,1,12,1,7.6923076923076925,False
13,4,1000100101001,⊥⊥⊥⊥10⊥⊥⊥⊥⊥⊥⊥,13,2,11,2,15.384615384615385,False
13,5,1000000000000,1⊥⊥0⊥⊥⊥⊥0⊥0⊥⊥,13,4,9,4,30.76923076923077,False
13,6,0111101010000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0,13,1,12,1,7.6923076923076925,False
13,7,0100010000011,0⊥⊥⊥0⊥⊥⊥⊥⊥⊥11,13,4,9,4,30.76923076923077,False
13,8,1000101001011,⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥,13,1,12,1,7.6923076923076925,False
13,9,1101001101010,⊥⊥⊥⊥⊥⊥⊥1⊥⊥0⊥⊥,13,2,11,2,15.384615384615385,False
13,10,0001100000100,0⊥⊥1⊥⊥⊥⊥⊥⊥10⊥,13,4,9,4,30.76923076923077,False
13,11,0110110001110,⊥1⊥0⊥⊥⊥⊥⊥⊥⊥1⊥,13,3,10,3,23.076923076923077,False
13,12,0011001100011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,0,13,0,0.0,False
13,13,1101111000101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,0,13,0,0.0,False
13,14,0011100001010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,0,13,0,0.0,False
13,15,0100001010000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,0,13,0,0.0,False
13,16,1011011000010,1⊥⊥⊥⊥⊥1⊥⊥⊥01⊥,13,4,9,4,30.76923076923077,False
13,17,1100000000101,⊥⊥⊥⊥⊥⊥⊥0⊥0⊥01,13,4,9,4,30.76923076923077,False
13,18,1110010110110,⊥1⊥⊥⊥⊥⊥⊥⊥⊥11⊥,13,3,10,3,23.076923076923077,False
13,19,0100100010100,⊥⊥⊥⊥⊥0⊥0⊥⊥10⊥,13,4,9,4,30.76923076923077,False
13,20,1000000110000,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,1,12,1,7.6923076923076925,False
13,21,0110010100110,⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥,13,1,12,1,7.6923076923076925,False
13,22,0011101001110,⊥⊥1⊥⊥⊥⊥⊥⊥11⊥⊥,13,3,10,3,23.076923076923077,False
13,23,0101110111001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,0,13,0,0.0,False
13,24,0001001110001,⊥⊥⊥1⊥⊥⊥⊥⊥0⊥⊥⊥,13,2,11,2,15.384615384615385,False
13,25,0011110011101,⊥⊥⊥⊥1⊥⊥0⊥1⊥⊥⊥,13,3,10,3,23.076923076923077,False
13,26,0110100010100,01⊥0⊥⊥⊥0⊥⊥1⊥⊥,13,5,8,5,38.46153846153847,False
13,27,1001001001111,1⊥0⊥0⊥⊥⊥01⊥1⊥,13,6,7,6,46.15384615384615,False
13,28,0100101010100,0⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥,13,2,11,2,15.384615384615385,False
13,29,0101110011010,0⊥0⊥⊥10⊥⊥⊥0⊥⊥,13,5,8,5,38.46153846153847,False
13,30,0110100010000,⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,1,12,1,7.6923076923076925,False
13,31,0010100100110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥10,13,2,11,2,15.384615384615385,False
13,32,1110001111000,⊥11⊥⊥0⊥1⊥⊥⊥⊥⊥,13,4,9,4,30.76923076923077,False
13,33,1011100101011,⊥⊥⊥110⊥⊥⊥⊥⊥⊥⊥,13,3,10,3,23.076923076923077,False
13,34,0010010101111,⊥0100101⊥1⊥11,13,10,3,10,76.92307692307693,False
13,35,0010001100100,⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥,13,1,12,1,7.6923076923076925,False
13,36,0001111101111,⊥⊥0⊥⊥⊥⊥1⊥⊥⊥⊥⊥,13,2,11,2,15.384615384615385,False
13,37,1011010011110,⊥⊥1⊥0⊥⊥⊥⊥⊥1⊥⊥,13,3,10,3,23.076923076923077,False
13,38,1101001011110,⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥0,13,2,11,2,15.384615384615385,False
13,39,0000010010111,000⊥0⊥⊥⊥⊥0⊥⊥⊥,13,5,8,5,38.46153846153847,False
13,40,1000010111010,1⊥⊥⊥⊥1⊥⊥⊥⊥0⊥⊥,13,3,10,3,23.076923076923077,False
13,41,0001011001010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,0,13,0,0.0,False
13,42,1010001101101,10⊥⊥⊥⊥⊥1⊥⊥⊥⊥1,13,4,9,4,30.76923076923077,False
13,43,0001001011001,⊥0⊥⊥⊥0⊥⊥⊥⊥⊥0⊥,13,3,10,3,23.076923076923077,False
13,44,1100010110110,⊥⊥⊥00⊥⊥⊥1⊥⊥⊥0,13,4,9,4,30.76923076923077,False
13,45,0100010100110,⊥1⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,13,2,11,2,15.384615384615385,False
13,46,1010100111010,1⊥⊥⊥⊥⊥0⊥1⊥0⊥⊥,13,4,9,4,30.76923076923077,False
13,47,1001110001101,1⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,13,2,11,2,15.384615384615385,False
13,48,1010101010001,⊥⊥⊥⊥⊥01⊥⊥⊥0⊥⊥,13,3,10,3,23.076923076923077,False
13,49,1110011101010,⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥0,13,2,11,2,15.384615384615385,False
14,0,01011100101001,⊥⊥0⊥⊥⊥0⊥⊥0⊥⊥⊥1,14,4,10,4,28.57142857142857,False
14,1,10111110001110,⊥⊥11⊥⊥100⊥1⊥⊥⊥,14,6,8,6,42.857142857142854,False
14,2,01111000001110,⊥⊥1⊥⊥0⊥⊥00⊥11⊥,14,6,8,6,42.857142857142854,False
14,3,11100010111111,⊥⊥⊥⊥⊥⊥⊥⊥⊥111⊥1,14,4,10,4,28.57142857142857,False
14,4,01001010100010,⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,5,11011001111100,⊥⊥⊥1100⊥⊥1⊥⊥⊥0,14,6,8,6,42.857142857142854,False
14,6,00011010000011,0⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,2,12,2,14.285714285714285,False
14,7,10001000010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,8,10000101000110,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,9,00100110000010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,10,10000001010011,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,11,10001001100011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥,14,1,13,1,7.142857142857142,False
14,12,11110001111101,⊥⊥1⊥⊥⊥⊥1⊥⊥1⊥0⊥,14,4,10,4,28.57142857142857,False
14,13,01100110001011,0⊥⊥0⊥⊥⊥⊥⊥0⊥⊥⊥⊥,14,3,11,3,21.428571428571427,False
14,14,01101000100010,⊥⊥10100⊥⊥⊥0⊥⊥⊥,14,6,8,6,42.857142857142854,False
14,15,00010100111100,⊥00⊥⊥⊥⊥⊥⊥⊥1⊥⊥0,14,4,10,4,28.57142857142857,False
14,16,10011111110110,⊥0⊥11⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,3,11,3,21.428571428571427,False
14,17,11101111011011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,18,00001101001001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥,14,1,13,1,7.142857142857142,False
14,19,01010001100100,⊥⊥⊥⊥⊥⊥0⊥⊥0⊥⊥0⊥,14,3,11,3,21.428571428571427,False
14,20,00110011100100,⊥⊥⊥⊥⊥01⊥⊥⊥⊥⊥⊥⊥,14,2,12,2,14.285714285714285,False
14,21,11111011101001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥01,14,2,12,2,14.285714285714285,False
14,22,10001100101100,⊥⊥⊥0⊥⊥⊥0⊥⊥1⊥⊥⊥,14,3,11,3,21.428571428571427,False
14,23,10011101101000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,24,10011111000111,⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,25,00000110110110,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,26,01100100100011,⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,27,11010000101001,⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,1,13,1,7.142857142857142,False
14,28,11010111111111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,29,00011111010001,0⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥,14,2,12,2,14.285714285714285,False
14,30,01011010110111,⊥⊥⊥⊥⊥⊥101⊥⊥⊥⊥⊥,14,3,11,3,21.428571428571427,False
14,31,00001000010101,⊥⊥⊥⊥⊥⊥0⊥010⊥⊥⊥,14,4,10,4,28.57142857142857,False
14,32,01000010110100,0⊥⊥⊥⊥⊥10⊥1⊥⊥⊥⊥,14,4,10,4,28.57142857142857,False
14,33,11011000011010,⊥1⊥⊥⊥0⊥⊥⊥⊥⊥0⊥⊥,14,3,11,3,21.428571428571427,False
14,34,01001111001010,⊥10⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥,14,3,11,3,21.428571428571427,False
14,35,11100100001101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,36,01000010111100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,37,00110110111001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,38,00001110101100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,39,11000000001101,⊥⊥⊥⊥⊥0⊥⊥⊥0⊥⊥⊥⊥,14,2,12,2,14.285714285714285,False
14,40,10100010111010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,14,0,14,0,0.0,False
14,41,10101010100001,⊥⊥⊥⊥1⊥1010⊥⊥⊥⊥,14,5,9,5,35.714285714285715,False
14,42,11110111010011,⊥1⊥⊥0⊥⊥1⊥1⊥⊥⊥1,14,5,9,5,35.714285714285715,False
14,43,01111000111111,⊥1⊥⊥1⊥0⊥⊥⊥⊥11⊥,14,5,9,5,35.714285714285715,False
14,44,10010010000101,⊥⊥⊥⊥0⊥⊥⊥0⊥⊥⊥⊥⊥,14,2,12,2,14.285714285714285,False
14,45,01000001110111,⊥⊥⊥0⊥⊥0⊥⊥⊥⊥⊥⊥1,14,3,11,3,21.428571428571427,False
14,46,01000001011101,0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1,14,2,12,2,14.285714285714285,False
14,47,01111100001000,⊥1⊥⊥⊥1⊥0⊥0⊥⊥⊥0,14,5,9,5,35.714285714285715,False
14,48,00111111001000,⊥0⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥0,14,3,11,3,21.428571428571427,False
14,49,10001010001000,10⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,14,3,11,3,21.428571428571427,False
15,0,011111101001100,⊥⊥⊥⊥⊥1⊥⊥⊥⊥0⊥⊥⊥⊥,15,2,13,2,13.333333333333334,False
15,1,111100111001010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,2,101111110111001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,3,011010101100110,⊥⊥⊥0⊥⊥⊥⊥⊥⊥001⊥0,15,5,10,5,33.33333333333333,False
